Ev Sahibi,Deplasman Takımı,Ev IY,Dep IY,Ev MS,Dep MS,Ev Oran,Beraberlik Oran,Dep Oran,Mac Sonucu,ALT-UST
Flamengo , Palmeiras,0,0,0,0,1.92,3.3,3.3,0,ALT
Osasuna , Real Madrid,1,2,1,3,3.6,3.4,1.85,2,UST
Strasbourg , Rennes,1,0,2,1,2.4,3.05,2.65,1,UST
Angers SCO , Paris SG,0,2,0,3,6.0,4.1,1.42,2,UST
Marseille , Nantes,1,2,3,2,1.5,3.9,5.0,1,UST
Lens , Montpellier,1,0,2,0,1.42,4.1,6.0,1,UST
Brest , Lyon,1,0,2,1,4.0,3.7,1.65,1,UST
Manchester City , Brighton,0,0,3,0,1.18,5.5,12.0,1,UST
Juventus , Fiorentina,1,0,2,0,2.1,3.1,3.1,1,UST
Everton , Leicester,0,1,1,1,2.45,3.0,2.6,0,UST
Newcastle , Crystal Palace,1,0,1,0,2.15,2.95,3.1,1,ALT
Chelsea , Arsenal,2,2,2,4,1.8,3.3,4.1,2,UST
RB Leipzig , Union Berlin,0,1,2,1,1.48,3.7,6.0,1,UST
Celta de Vigo , Getafe,0,1,0,2,2.03,2.8,3.7,2,UST
Mjallby AIF , Sirius,1,0,3,0,1.77,3.2,4.2,1,UST
AIK Stockholm , Varbergs,1,0,1,0,1.5,3.6,6.0,1,ALT
Sundsvall , Kalmar,0,0,1,0,3.2,2.95,2.1,1,ALT
IFK Gothenburg , Djurgarden,1,0,1,1,2.7,2.75,2.55,0,UST
Norrkoping , BK Hacken,1,1,1,1,2.03,3.2,3.1,0,UST
Atletico Madrid , Granada,0,0,0,0,1.35,4.3,7.5,0,ALT
Bordeaux , St Etienne,2,1,2,2,2.3,3.2,2.65,0,UST
Monaco , Nice,1,0,1,0,1.7,3.5,4.1,1,ALT
Lorient , Metz,0,0,1,0,1.45,3.7,6.0,1,ALT
Reims , Lille,1,0,2,1,2.7,2.8,2.55,1,UST
Troyes , Clermont,0,0,0,1,2.2,3.05,2.95,2,ALT
Tampines , Young Lions,0,2,3,2,1.35,4.5,6.0,1,UST
FC Tokyo , Nagoya Grampus,0,0,0,0,2.3,2.85,3.0,0,ALT
Oita Trinita , Z Kanazawa,0,0,1,3,2.55,2.75,2.7,2,UST
Tokushima V , Grulla Morioka,2,0,5,0,1.7,3.1,4.8,1,UST
C Sapporo , Kyoto Sanga,0,0,4,1,1.8,3.5,3.6,1,UST
Western Sydney , Newcastle Jets,3,0,3,2,2.6,3.3,2.35,1,UST
Toluca , Juarez,0,0,0,1,1.9,3.1,3.6,2,ALT
Guadalajara , Tijuana,1,1,2,1,1.77,3.3,3.9,1,UST
Mazatlan , Santos Laguna,1,0,1,0,2.6,3.0,2.45,1,ALT
Necaxa , Tigres UANL,2,0,2,0,2.6,3.05,2.45,1,UST
Pachuca , Puebla,1,0,1,0,1.58,3.8,4.5,1,ALT
Villarreal , Valencia,2,0,2,0,1.28,6.0,6.0,1,UST
Real Betis , Elche,0,0,0,1,1.42,4.0,6.5,2,ALT
Inter , Milan,2,0,3,0,2.0,3.0,3.4,1,UST
Liverpool , Manchester Utd,2,0,4,0,1.3,5.8,5.5,1,UST
Hamburg , Freiburg,0,3,1,3,2.65,3.1,2.35,2,UST
Burton Albion , Rotherham,1,0,2,0,5.2,3.7,1.53,1,UST
Sheffield Wed , Crewe Alexandra,0,0,1,0,1.18,6.0,9.5,1,ALT
Ipswich , Wigan,0,1,2,2,2.45,2.75,2.85,0,UST
Oxford United , MK Dons,0,0,1,0,2.1,3.1,3.1,1,ALT
Cambridge , Charlton,0,0,0,2,4.5,3.5,1.63,2,ALT
Fulham , Preston,3,0,3,0,1.3,4.8,7.5,1,UST
Mallorca , Alaves,2,0,2,1,1.75,3.1,4.3,1,UST
Yokohama FM , Jeonbuk,0,1,0,1,1.9,3.4,3.4,2,ALT
Vissel Kobe , Kitchee,1,0,2,1,1.37,4.2,6.5,1,UST
Western United , Macarthur,0,0,2,0,1.9,3.3,3.5,1,ALT
Union La Calera , O'Higgins,0,0,0,0,2.2,2.8,3.2,0,ALT
Nublense , Everton VDM,0,0,2,1,1.87,3.0,3.9,1,UST
Nottingham , West Bromwich,3,0,4,0,2.15,3.1,2.95,1,UST
Barcelona , Cadiz,0,0,0,1,1.12,7.5,12.0,2,ALT
Atalanta , Verona,0,1,1,2,1.6,3.6,4.5,2,UST
Bodo Glimt , Valerenga,2,0,5,1,1.48,4.2,4.8,1,UST
Napoli , Roma,1,0,1,1,1.97,3.2,3.4,0,UST
Bristol City , Sheffield Utd,0,0,1,1,3.7,3.3,1.82,0,ALT
Haugesund , Stromsgodset,0,0,0,1,2.15,3.3,2.8,2,ALT
Jerv , Kristiansund,1,0,1,0,2.6,3.2,2.35,1,ALT
Sarpsborg , Rosenborg,1,0,1,1,2.3,3.2,2.65,0,UST
Molde , Lillestrom,0,1,1,2,1.48,4.2,5.0,2,UST
Odd BK , Viking FK,0,0,2,1,3.4,3.2,1.95,1,UST
Aalesund , Tromso,1,0,2,2,2.1,3.1,3.1,0,UST
Hamarkameratene , Sandefjord,1,0,3,0,1.8,3.2,3.9,1,UST
Ulsan , Darul Takzim FC,0,1,1,2,1.7,3.6,3.9,2,UST
Bolton , Accrington,1,0,3,1,2.05,3.2,3.1,1,UST
AFC Wimbledon , Wycombe,1,0,1,1,3.4,3.2,1.95,0,UST
Morecambe , Portsmouth,0,1,1,1,2.9,3.2,2.15,0,UST
Gillingham , Fleetwood,0,0,0,0,2.2,3.05,2.9,0,ALT
Plymouth , Sunderland,0,0,0,0,2.6,3.05,2.45,0,ALT
Shrewsbury , Doncaster,3,0,3,3,1.58,3.5,5.0,0,UST
Lincoln City , Cheltenham,3,0,3,0,2.2,3.3,2.75,1,UST
Blackpool , Birmingham,3,0,6,1,1.95,3.2,3.5,1,UST
Barnsley , Peterborough,0,1,0,2,1.97,3.2,3.3,2,UST
Coventry , Bournemouth,0,2,0,3,2.55,3.1,2.45,2,UST
Blackburn , Stoke City,0,1,0,1,1.92,3.1,3.6,2,ALT
Reading , Swansea,1,3,4,4,2.35,3.0,2.75,0,UST
Cardiff , Luton,0,0,0,1,2.8,2.9,2.4,2,ALT
Millwall , Hull City,0,0,2,1,1.7,3.3,4.3,1,UST
QPR , Derby,0,0,1,0,2.2,3.1,2.85,1,ALT
Middlesbrough , Huddersfield,0,1,0,2,1.72,3.3,4.1,2,UST
Jeonnam , Bangkok Glass,0,0,0,2,3.6,3.0,2.0,2,ALT
Daegu , L City Sailors,0,1,0,3,1.17,6.0,10.0,2,UST
Colo Colo , Cobresal,2,1,2,1,1.23,5.2,9.5,1,UST
Ceara , Botafogo,1,1,1,3,1.75,3.2,4.2,2,UST
Bragantino , Goianiense,3,0,4,0,1.77,3.2,4.1,1,UST
Internacional , Fortaleza,1,1,2,1,2.3,2.8,3.0,1,UST
Atl Paranaense , Atl Mineiro,0,0,0,1,3.3,2.9,2.1,2,ALT
Los Angeles FC , Sporting KC,1,1,3,1,1.48,4.0,5.2,1,UST
Huachipato , Univ Catolica,0,0,1,0,2.75,3.1,2.3,1,ALT
Sevilla , Real Madrid,2,0,2,3,2.7,3.05,2.35,2,UST
Flamengo , Sao Paulo,1,1,3,1,1.67,3.5,4.2,1,UST
Paris SG , Marseille,2,1,2,1,1.37,4.8,6.0,1,UST
Leverkusen , RB Leipzig,0,0,0,1,2.35,3.05,2.7,2,ALT
NY City FC , Real Salt Lake,3,0,6,0,1.48,4.0,5.2,1,UST
UNAM Mexico , Monterrey,0,0,2,0,2.5,3.0,2.55,1,ALT
Athletic Bilbao , Celta de Vigo,0,2,0,2,1.63,3.4,4.7,2,UST
Curico Unido , Antofagasta,1,0,2,0,1.65,3.6,4.2,1,UST
PSV , Ajax,0,1,2,1,3.3,3.4,1.9,1,UST
Hoffenheim , Greuther Furth,0,0,0,0,1.15,7.0,11.0,0,ALT
Union Berlin , E Frankfurt,2,0,2,0,1.95,3.2,3.4,1,UST
Chelsea , Crystal Palace,0,0,2,0,1.4,3.8,7.0,1,ALT
Elfsborg , Varnamo,1,0,4,1,1.45,4.0,5.5,1,UST
BK Hacken , IFK Gothenburg,0,1,0,2,1.95,3.3,3.4,2,UST
Sirius , Helsingborg,1,0,1,0,2.05,3.2,3.05,1,ALT
Lyon , Bordeaux,3,0,6,1,1.3,4.5,7.5,1,UST
Atletico Madrid , Espanyol,0,0,2,1,1.3,4.5,8.5,1,UST
Penang , Kedah,1,0,1,2,2.8,3.3,2.15,2,UST
Santos , Coritiba,2,1,2,1,1.9,3.05,3.7,1,UST
Bielefeld , Bayern Munich,0,2,0,3,12.0,8.0,1.12,2,UST
Newcastle , Leicester,1,1,2,1,2.03,3.2,3.2,1,UST
West Ham , Burnley,0,1,1,1,1.72,3.4,4.1,0,UST
Sarawak United , Terengganu,0,1,0,2,3.2,3.4,1.95,2,UST
Troyes , Strasbourg,0,0,1,1,3.5,3.1,1.97,0,ALT
Montpellier , Reims,0,0,0,0,2.3,3.05,2.8,0,ALT
Metz , Clermont,1,1,1,1,2.7,2.8,2.55,0,UST
Nantes , Angers SCO,0,1,1,1,1.95,3.1,3.5,0,UST
Kalmar , Degerfors,1,0,2,0,1.75,3.4,3.9,1,UST
Malmo , AIK Stockholm,2,0,3,0,1.65,3.3,4.7,1,UST
Granada , Levante,0,1,1,4,2.25,3.0,2.9,2,UST
Nice , Lorient,0,0,2,1,1.58,3.7,4.5,1,UST
Kashiwa Reysol , Kyoto Sanga,0,1,0,2,1.95,3.3,3.3,2,UST
Avispa Fukuoka , Cerezo Osaka,0,0,0,0,3.1,2.9,2.2,0,ALT
Jubilo Iwata , S Hiroshima,1,0,2,2,4.3,3.2,1.75,0,UST
Sagan Tosu , Shimizu S Pulse,0,0,0,0,1.82,3.0,4.2,0,ALT
Kashima Antlers , Nagoya Grampus,0,0,0,0,1.75,3.3,4.0,0,ALT
FC Yokohama , Vegalta Sendai,0,1,2,1,1.87,3.3,3.5,1,UST
R Yamaguchi , Tokyo Verdy,1,0,3,1,3.5,3.3,1.92,1,UST
Mito Hollyhock , Tokushima V,0,0,1,1,2.9,2.75,2.4,0,ALT
Tochigi SC , Roasso Kumamoto,1,1,1,1,3.3,2.6,2.3,0,UST
Machida Zelvia , M Yamagata,1,0,1,1,2.1,3.05,3.1,0,UST
Fagiano Okayama , Albirex Niigata,1,1,1,1,2.9,2.9,2.3,0,UST
Gamba Osaka , Shonan Bellmare,0,0,0,1,2.5,3.1,2.5,2,ALT
Blaublitz Akita , Varen Nagasaki,0,1,0,1,3.4,3.0,2.03,2,ALT
Wellington , Central Coast,0,1,0,4,2.45,3.4,2.35,2,UST
Seattle Sndrs , Inter Miami,0,1,0,1,1.82,3.4,3.6,2,ALT
Cruz Azul , Guadalajara,0,0,0,1,2.3,2.8,3.0,2,ALT
Chicago Fire , LA Galaxy,0,0,0,0,2.45,3.1,2.55,0,ALT
Minnesota Utd , Colorado Rapids,1,1,3,1,2.15,3.1,3.0,1,UST
Tigres UANL , Toluca,0,0,3,0,1.22,5.2,11.0,1,UST
Santos Laguna , Queretaro,0,0,1,1,1.85,3.2,3.7,0,ALT
Cuiaba , Fluminense,0,0,0,1,2.8,2.7,2.55,2,ALT
Toronto FC , Philadelphia U,1,1,2,1,2.95,3.1,2.15,1,UST
Columbus Crew , Orlando City,0,1,0,2,1.75,3.3,4.0,2,UST
NE Revolution , Charlotte FC,1,0,2,1,1.63,3.7,4.2,1,UST
DC United , Austin FC,2,0,2,3,1.95,3.3,3.3,2,UST
NY Red Bulls , FC Dallas,0,0,0,0,1.7,3.4,4.2,0,ALT
Houston Dynamo , Portland T,0,0,0,0,2.15,3.1,3.0,0,ALT
Atlanta Utd , FC Cincinnati,0,0,0,0,1.67,3.5,4.1,0,ALT
Club Leon , Puebla,0,1,0,1,2.0,3.2,3.2,2,ALT
America Mineiro , Juventude,2,0,4,1,1.97,2.8,3.8,1,UST
Corinthians , Avai,2,0,3,0,1.48,3.5,6.5,1,UST
Univ de Chile , Palestino Chile,0,0,0,0,3.2,3.2,2.0,0,ALT
San Jose Quakes , Nashville SC,0,1,2,2,2.75,3.0,2.35,0,UST
Goias Esporte , Palmeiras,0,0,1,1,5.2,3.6,1.55,0,ALT
Getafe , Villarreal,0,2,1,2,3.1,2.8,2.25,2,UST
Lille , Lens,1,2,1,2,1.82,3.2,3.8,2,UST
Montreal Impact , Vancouver W,1,0,2,1,1.63,3.5,4.5,1,UST
Audax Italiano , Coquimbo Unido,0,1,1,1,2.0,2.95,3.5,0,UST
Lazio , Torino,0,0,1,1,1.55,3.6,5.0,0,ALT
MK Dons , Sheffield Wed,1,3,2,3,2.45,2.95,2.65,2,UST
Fortuna Sittard , Sparta Rotterdam,2,0,3,0,2.6,3.05,2.45,1,UST
Monchengladbach , Cologne,0,3,1,3,1.97,3.4,3.05,2,UST
Valencia , Osasuna,0,0,1,2,2.1,3.1,3.1,2,UST
Juventus , Bologna,0,0,1,1,1.3,4.5,8.5,0,ALT
Wigan , Cambridge,0,2,1,2,1.28,4.5,9.5,2,UST
St Etienne , Brest,2,1,2,1,2.1,3.1,3.1,1,UST
Fiorentina , Venezia,1,0,1,0,1.33,4.5,7.5,1,ALT
Manchester City , Liverpool,0,3,2,3,2.45,3.2,2.45,2,UST
Alaves , Vallecano,0,0,1,0,2.55,2.8,2.7,1,ALT
Manchester Utd , Norwich,2,1,3,2,1.2,5.2,11.0,1,UST
Watford , Brentford,0,1,1,2,2.75,3.0,2.35,2,UST
Southampton , Arsenal,1,0,1,0,3.6,3.4,1.82,1,ALT
Kuala Lumpur , Sabah,1,0,2,0,1.75,3.6,3.7,1,UST
Negeri Sembilan , Petaling Jaya,1,0,3,1,2.0,3.2,3.2,1,UST
Pahang , Malacca,1,0,1,2,1.82,3.4,3.6,2,UST
Jeonbuk , Sydney FC,0,0,0,0,1.8,3.4,3.8,0,ALT
Dortmund , Wolfsburg,5,0,6,1,1.53,3.9,4.7,1,UST
Mainz , Stuttgart,0,0,0,0,1.92,3.3,3.5,0,ALT
Augsburg , Hertha Berlin,0,0,0,1,1.92,3.3,3.4,2,ALT
Freiburg , Bochum,2,0,3,0,1.6,3.5,4.8,1,UST
Varbergs , Sundsvall,2,0,2,0,1.9,3.1,3.8,1,UST
Djurgarden , Norrkoping,0,1,2,1,2.03,3.1,3.3,1,UST
Sampdoria , Salernitana,1,2,1,2,1.77,3.3,4.0,2,UST
Udinese , Empoli,1,0,4,1,1.55,3.7,4.8,1,UST
Young Lions , Geylang,2,0,4,1,3.3,3.7,1.82,1,UST
Elche , Mallorca,1,0,3,0,2.7,2.65,2.65,1,UST
Tottenham , Brighton,0,0,0,1,1.4,4.0,6.5,2,ALT
Rotherham , Ipswich,0,0,1,0,2.1,2.85,3.4,1,ALT
Kitchee , Chiangrai Utd,1,0,1,0,3.2,3.1,2.05,1,ALT
Cagliari , Sassuolo,1,0,1,0,2.55,3.3,2.4,1,ALT
Newcastle Jets , Melbourne Vict,0,1,1,2,2.9,3.2,2.15,2,UST
FC Ryukyu , Thespa Kusatsu,0,1,0,1,2.35,2.9,2.85,2,ALT
Western United , Perth Glory,4,0,6,0,1.45,4.0,5.5,1,UST
Z Kanazawa , Ventforet Kofu,1,3,2,3,2.25,2.85,3.0,2,UST
Omiya Ardija , JEF Utd Chiba,1,0,2,1,4.8,3.2,1.67,1,UST
Grulla Morioka , Oita Trinita,0,1,1,2,3.05,2.95,2.2,2,UST
C Sapporo , FC Tokyo,0,0,0,0,2.25,3.2,2.75,0,ALT
Tijuana , Club America,1,2,1,3,3.1,3.0,2.15,2,UST
Juarez , Pachuca,1,1,1,2,3.4,3.2,1.95,2,UST
Necaxa , San Luis,3,1,4,2,2.25,2.9,3.0,1,UST
La Serena , Union Espanola,1,1,1,2,2.85,3.1,2.2,2,UST
Sociedad , Real Betis,0,0,0,0,1.95,3.1,3.5,0,ALT
Derby , Fulham,0,1,2,1,4.8,3.5,1.6,1,UST
Milan , Genoa,1,0,2,0,1.3,4.3,8.5,1,UST
Rennes , Monaco,1,1,2,3,2.05,3.3,3.0,2,UST
Spezia , Inter,0,1,1,3,8.5,5.0,1.27,2,UST
Huddersfield , QPR,1,1,2,2,1.85,3.2,3.9,0,UST
Bournemouth , Middlesbrough,0,0,0,0,1.8,3.2,3.9,0,ALT
Birmingham , Coventry,2,2,2,4,3.2,3.3,2.0,2,UST
Sheffield Utd , Reading,0,1,1,2,1.58,3.3,5.5,2,UST
Preston , Millwall,1,1,1,1,2.25,2.85,3.0,0,UST
Hull City , Cardiff,2,0,2,1,2.25,2.85,3.05,1,UST
Stoke City , Bristol City,0,0,0,1,1.72,3.4,4.0,2,ALT
West Bromwich , Blackpool,1,0,2,1,1.87,3.2,3.6,1,UST
Peterborough , Blackburn,0,0,2,1,4.8,3.6,1.58,1,UST
Swansea , Barnsley,0,0,1,1,1.65,3.4,4.5,0,ALT
L City Sailors , Urawa Reds,1,3,1,4,8.5,5.8,1.2,2,UST
Cheltenham , Gillingham,1,1,2,2,2.1,3.1,3.1,0,UST
Accrington , Burton Albion,0,0,0,0,1.72,3.6,3.7,0,ALT
Crewe Alexandra , AFC Wimbledon,0,1,3,1,3.3,3.0,2.05,1,UST
Sunderland , Shrewsbury,2,0,3,2,1.63,3.3,5.0,1,UST
Wycombe , Plymouth,2,0,2,0,1.9,3.3,3.4,1,UST
Fleetwood , Oxford United,1,3,2,3,4.1,3.5,1.67,2,UST
Charlton , Morecambe,0,2,2,3,1.75,3.6,3.7,2,UST
Portsmouth , Lincoln City,0,0,3,2,1.6,3.5,4.8,1,UST
Doncaster , Bolton,0,0,1,2,3.9,3.3,1.77,2,UST
Hammarby , Mjallby AIF,0,0,2,0,1.45,3.9,5.8,1,ALT
Luton , Nottingham,1,0,1,0,2.7,3.2,2.3,1,ALT
Bangkok Glass , Melbourne City,1,1,1,1,3.0,3.3,2.1,0,UST
Macarthur , Brisbane Roar,1,0,2,1,2.65,3.3,2.35,1,UST
Kawasaki F , Ulsan,0,1,1,1,2.15,2.95,3.1,0,UST
Club Atlas , Mazatlan,0,2,1,2,1.48,3.6,6.0,2,UST
Lyon , West Ham,0,2,0,3,2.25,3.05,2.85,2,UST
Barcelona , E Frankfurt,0,2,2,3,1.28,4.8,7.5,2,UST
Glasgow Rangers , Braga,2,0,2,1,1.9,3.1,3.7,1,UST
Atalanta , RB Leipzig,0,1,0,2,2.5,3.2,2.45,2,UST
Guadalajara , Monterrey,1,1,1,3,2.4,2.8,2.85,2,UST
Atletico Madrid , Manchester City,0,0,0,0,4.0,3.4,1.75,0,ALT
Liverpool , Benfica,1,1,3,3,1.37,4.4,6.5,0,UST
Nagoya Grampus , S Hiroshima,1,0,1,2,2.9,2.75,2.4,2,UST
Tokushima V , Shimizu S Pulse,1,0,4,1,3.5,3.05,2.0,1,UST
Sagan Tosu , Kashiwa Reysol,0,2,1,3,2.0,3.0,3.5,2,UST
Cerezo Osaka , Kashima Antlers,0,1,1,3,3.0,3.4,2.03,2,UST
Avispa Fukuoka , Jubilo Iwata,0,0,2,1,2.4,2.9,2.75,1,UST
Gamba Osaka , Oita Trinita,1,0,2,0,1.75,3.6,3.7,1,UST
Shonan Bellmare , FC Tokyo,1,0,2,1,2.15,3.0,3.2,1,UST
Kyoto Sanga , C Sapporo,1,2,3,2,2.35,3.2,2.6,1,UST
Perth Glory , Wellington,0,0,0,1,4.8,3.8,1.55,2,ALT
Western Sydney , Central Coast,1,0,2,2,2.55,3.2,2.4,0,UST
Bayern Munich , Villarreal,0,0,1,1,1.23,5.5,8.0,0,ALT
Real Madrid , Chelsea,0,1,1,3,2.15,3.6,2.65,2,UST
Burton Albion , Wigan,0,0,0,0,5.8,3.9,1.45,0,ALT
Portsmouth , Rotherham,1,0,3,0,2.8,3.0,2.3,1,UST
Melbourne Vict , Brisbane Roar,0,0,0,0,1.53,3.8,5.0,0,ALT
Sydney FC , Adelaide,1,1,2,3,1.77,3.5,3.8,2,UST
Pachuca , Tijuana,0,0,0,0,1.3,4.7,7.5,0,ALT
Juventude , Bragantino,1,1,2,2,2.65,2.8,2.55,0,UST
Vallecano , Valencia,0,0,1,1,2.3,3.05,2.75,0,ALT
Bologna , Sampdoria,0,0,2,0,1.95,3.3,3.3,1,ALT
Huddersfield , Luton,0,0,2,0,2.35,2.95,2.8,1,ALT
Malmo , Elfsborg,1,0,1,1,1.42,4.2,5.5,0,UST
Varnamo , Sirius,0,0,0,0,2.3,3.6,2.45,0,ALT
Queretaro , Tigres UANL,0,0,0,1,3.4,3.05,2.0,2,ALT
Union La Calera , Curico Unido,0,0,0,0,2.6,3.0,2.45,0,ALT
Austin FC , Minnesota Utd,0,0,1,0,2.0,3.3,3.1,1,ALT
Sao Paulo , Atl Paranaense,1,0,4,0,1.55,3.6,5.2,1,UST
Avai , America Mineiro,0,0,1,0,2.8,2.75,2.5,1,ALT
Union Espanola , Colo Colo,0,1,2,1,3.2,3.2,2.0,1,UST
Fortaleza , Cuiaba,0,1,0,1,1.87,2.9,4.1,2,ALT
Levante , Barcelona,0,0,2,3,6.5,4.4,1.37,2,UST
Marseille , Montpellier,2,0,2,0,1.42,4.1,6.0,1,UST
Palestino Chile , Nublense,1,0,1,1,2.0,3.2,3.2,0,UST
Atl Mineiro , Internacional,1,0,2,0,1.42,3.9,6.5,1,UST
Botafogo , Corinthians,0,3,1,3,2.4,2.8,2.85,2,UST
Torino , Milan,0,0,0,0,3.9,3.2,1.8,0,ALT
Zwolle , Alkmaar,0,0,2,1,4.1,3.4,1.7,1,UST
Viking FK , Aalesund,0,0,1,0,1.37,4.5,6.5,1,ALT
Charlotte FC , Atlanta Utd,1,0,1,0,2.45,3.05,2.6,1,ALT
RB Leipzig , Hoffenheim,3,0,3,0,1.37,4.7,6.0,1,UST
Strasbourg , Lyon,1,0,1,1,2.3,3.1,2.7,0,UST
Elche , Sociedad,1,2,1,2,4.4,3.1,1.75,2,UST
Cobresal , Audax Italiano,0,1,0,1,1.5,3.8,5.2,2,ALT
Roma , Salernitana,0,1,2,1,1.25,5.0,9.5,1,UST
Kristiansund , Sarpsborg,0,3,2,3,2.15,3.1,3.0,2,UST
Rosenborg , Odd BK,1,0,1,0,1.58,3.7,4.5,1,ALT
Stromsgodset , Molde,1,0,1,3,2.6,3.4,2.25,2,UST
Valerenga , Haugesund,2,1,2,1,1.6,3.7,4.4,1,UST
Tromso , Hamarkameratene,1,1,2,1,1.77,3.05,4.3,1,UST
Sandefjord , Bodo Glimt,0,1,1,2,3.8,3.9,1.65,2,UST
E Frankfurt , Freiburg,0,1,1,2,2.25,3.2,2.75,2,UST
Manchester City , Liverpool,2,1,2,2,2.1,3.3,3.05,0,UST
AIK Stockholm , Norrkoping,1,0,1,0,1.9,3.1,3.6,1,ALT
Mjallby AIF , Djurgarden,0,0,1,0,3.3,3.05,2.03,1,ALT
Lens , Nice,0,0,3,0,2.3,3.0,2.8,1,UST
Heracles , Feyenoord,1,3,1,4,7.5,4.8,1.3,2,UST
Espanyol , Celta de Vigo,0,0,1,0,2.65,2.95,2.45,1,ALT
Fulham , Coventry,0,2,1,3,1.35,4.5,7.0,2,UST
Coritiba , Goias Esporte,1,0,3,0,1.77,3.1,4.2,1,UST
Darul Takzim FC , Terengganu,2,1,2,1,1.15,6.0,12.0,1,UST
Selangor , Kedah,2,0,4,1,1.95,3.4,3.2,1,UST
Bochum , Leverkusen,0,0,0,0,3.5,3.5,1.82,0,ALT
Sarawak United , Sabah,0,0,0,1,2.8,3.2,2.2,2,ALT
Venezia , Udinese,0,1,1,2,3.4,3.2,1.95,2,UST
Napoli , Fiorentina,0,1,2,3,1.72,3.5,3.9,2,UST
Sassuolo , Atalanta,1,0,2,1,2.75,3.5,2.1,1,UST
Monaco , Troyes,1,1,2,1,1.3,4.5,8.0,1,UST
Brest , Nantes,0,1,1,1,2.5,2.95,2.6,0,UST
Angers SCO , Lille,0,0,1,1,3.5,2.95,2.0,0,ALT
Brentford , West Ham,0,0,2,0,2.5,3.05,2.5,1,ALT
Leicester , Crystal Palace,2,0,2,1,2.25,3.05,2.85,1,UST
Norwich , Burnley,1,0,2,0,3.0,3.4,2.03,1,UST
Varbergs , Kalmar,0,2,0,3,2.75,2.45,2.85,2,UST
Helsingborg , IFK Gothenburg,0,1,0,1,2.95,2.75,2.4,2,ALT
PSV , Waalwijk,1,0,2,0,1.13,6.5,12.0,1,UST
Vitesse Arnhem , Cambuur,1,0,1,0,1.37,4.4,6.5,1,ALT
Hougang , Young Lions,1,1,2,1,1.65,3.8,3.9,1,UST
Geylang , Bal Khalsa,0,0,0,1,1.67,3.9,3.7,2,ALT
Osasuna , Alaves,0,0,1,0,1.87,3.1,3.7,1,ALT
Bordeaux , Metz,0,1,3,1,1.82,3.2,3.9,1,UST
Genoa , Lazio,0,2,1,4,3.7,3.05,1.92,2,UST
Heerenveen , Groningen,1,1,3,1,2.1,3.0,3.2,1,UST
Seoul , Suwon,0,0,2,0,2.25,2.8,3.1,1,ALT
Incheon , Jeju,2,1,2,2,2.9,2.75,2.4,0,UST
Kyoto Sanga , Sagan Tosu,2,0,3,1,3.4,2.85,2.1,1,UST
Newcastle Jets , Perth Glory,3,0,6,1,1.45,4.0,5.5,1,UST
Kashima Antlers , Yokohama FM,0,0,0,3,1.97,3.6,2.95,2,UST
Shonan Bellmare , Jubilo Iwata,0,0,0,0,1.92,3.0,3.7,0,ALT
Nagoya Grampus , C Sapporo,0,0,0,2,2.2,3.05,2.95,2,ALT
Suwon City , Sangmu,2,0,3,2,2.7,3.0,2.4,1,UST
FC Tokyo , Urawa Reds,0,0,0,0,2.45,3.1,2.55,0,ALT
Vissel Kobe , Cerezo Osaka,0,1,0,1,2.7,3.0,2.4,2,ALT
S Hiroshima , Avispa Fukuoka,0,0,1,0,2.1,2.85,3.4,1,ALT
Oita Trinita , Tokushima V,0,0,1,0,2.85,2.8,2.4,1,ALT
Vegalta Sendai , R Yamaguchi,1,0,2,1,2.35,3.0,2.75,1,UST
Z Kanazawa , Mito Hollyhock,1,1,1,1,2.25,3.0,2.9,0,UST
M Yamagata , Blaublitz Akita,0,0,5,1,1.7,3.2,4.5,1,UST
Albirex Niigata , Tochigi SC,1,0,2,0,1.65,3.1,5.2,1,UST
JEF Utd Chiba , FC Yokohama,0,1,1,1,3.0,2.85,2.25,0,UST
Gangwon , Pohang,0,0,1,1,3.05,2.95,2.2,0,ALT
Shimizu S Pulse , Gamba Osaka,0,0,1,1,2.3,3.05,2.75,0,ALT
Vancouver W , Portland T,0,1,2,3,2.6,3.1,2.4,2,UST
Club America , Juarez,2,0,3,0,1.28,4.5,9.5,1,UST
Houston Dynamo , San Jose Quakes,2,2,4,3,1.63,3.5,4.4,1,UST
Sporting KC , Nashville SC,1,0,1,2,2.35,2.8,2.95,2,UST
FC Dallas , Colorado Rapids,1,1,3,1,1.9,3.1,3.6,1,UST
Monterrey , Santos Laguna,0,0,1,0,1.72,3.4,4.1,1,ALT
Real Salt Lake , Toronto FC,2,1,2,2,1.82,3.4,3.6,0,UST
Toluca , Guadalajara,0,0,1,1,3.05,3.05,2.15,0,ALT
Univ Catolica , La Serena,0,1,0,2,1.55,3.7,4.8,2,UST
Palmeiras , Ceara,1,2,2,3,1.4,3.9,7.0,2,UST
LA Galaxy , Los Angeles FC,2,0,2,1,2.4,3.4,2.45,1,UST
Philadelphia U , Columbus Crew,1,0,1,0,1.97,3.05,3.5,1,ALT
San Luis , Club Leon,1,0,2,0,2.8,2.95,2.35,1,UST
Goianiense , Flamengo,0,0,1,1,3.6,3.1,1.9,0,ALT
Coquimbo Unido , Univ de Chile,0,0,1,0,2.15,3.0,3.1,1,ALT
NY Red Bulls , Montreal Impact,1,0,1,2,1.53,3.7,5.0,2,UST
