Ev Sahibi,Deplasman Takımı,Ev IY,Dep IY,Ev MS,Dep MS,Ev Oran,Beraberlik Oran,Dep Oran,Mac Sonucu,ALT-UST
Hyderabad , ATK Mohun Bagan,1,1,3,1,2.85,2.85,2.35,1,UST
Kongsvinger , Viking FK,0,1,0,2,7.0,4.4,1.35,2,UST
Raufoss , Stromsgodset,0,0,0,0,2.75,3.5,2.1,0,ALT
KFUM Kameratene , SK Brann,0,0,1,0,3.6,3.5,1.8,1,ALT
Sandnes Ulf , IK Start,2,0,2,0,2.55,3.3,2.35,1,UST
Levante , Espanyol,0,0,1,1,2.15,3.1,3.0,0,ALT
Brighton , Liverpool,0,1,0,2,7.0,4.4,1.35,2,UST
Barnsley , Fulham,1,0,1,1,6.5,4.1,1.4,0,UST
Kalmar , Djurgarden,0,2,0,2,2.7,2.85,2.5,2,UST
Young Lions , Albirex,0,2,0,5,10.0,5.2,1.2,2,UST
Bal Khalsa , Tanjong Pagar,3,2,3,5,3.4,3.6,1.82,2,UST
Macarthur , Western Sydney,1,0,3,1,2.9,3.3,2.1,1,UST
Perth Glory , Sydney FC,0,1,0,2,3.3,3.2,1.97,2,UST
Kawasaki F , Nagoya Grampus,1,0,1,0,1.77,3.3,3.9,1,ALT
Suwon , Pohang,0,0,1,1,3.2,2.85,2.15,0,ALT
Kashiwa Reysol , Avispa Fukuoka,1,0,1,0,2.2,2.8,3.2,1,ALT
Brisbane Roar , Wellington,1,0,2,1,2.35,3.5,2.4,1,UST
Western United , Melbourne City,2,1,2,2,3.8,3.5,1.75,0,UST
FC Tokyo , S Hiroshima,0,0,2,1,2.3,2.8,3.0,1,UST
Shonan Bellmare , Kyoto Sanga,0,0,1,1,2.35,2.75,3.0,0,ALT
C Sapporo , Yokohama FM,0,0,1,1,2.35,3.5,2.45,0,ALT
Jubilo Iwata , Gamba Osaka,1,0,1,1,2.0,3.2,3.2,0,UST
Shimizu S Pulse , Cerezo Osaka,0,1,1,3,2.85,3.1,2.25,2,UST
Tokushima V , Roasso Kumamoto,1,1,2,2,1.82,3.0,4.1,0,UST
Varen Nagasaki , Oita Trinita,2,1,4,1,1.9,3.1,3.9,1,UST
Ventforet Kofu , M Yamagata,0,1,1,1,2.4,2.9,2.8,0,UST
R Yamaguchi , FC Ryukyu,1,1,2,3,2.3,2.9,2.9,2,UST
Jeju , Jeonbuk,1,0,2,0,2.45,3.05,2.6,1,UST
Vegalta Sendai , Grulla Morioka,1,0,3,0,1.77,3.1,4.2,1,UST
Monterrey , Mazatlan,2,0,2,1,1.42,3.9,6.0,1,UST
Juarez , Club Atlas,0,1,1,2,3.8,2.75,2.0,2,UST
Necaxa , Queretaro,1,0,1,0,2.2,2.8,3.2,1,ALT
La Serena , Cobresal,1,1,2,3,2.35,3.1,2.65,2,UST
Atletico Madrid , Cadiz,1,1,2,1,1.3,4.4,8.5,1,UST
West Bromwich , Huddersfield,0,1,2,2,1.95,3.1,3.7,0,UST
Lille , St Etienne,0,0,0,0,1.65,3.4,4.5,0,ALT
Cambuur , Ajax,0,2,2,3,12.0,8.5,1.1,2,UST
Cambuur , Ajax (Live),0,2,2,3,15.0,9.5,1.09,2,UST
Jamshedpur , Kerala Blasters,0,1,0,1,1.87,3.3,3.6,2,ALT
Hougang , Geylang,0,1,3,2,2.0,3.6,2.85,1,UST
Vissel Kobe , Kashima Antlers,0,1,0,2,3.6,3.4,1.85,2,UST
Ulsan , Seoul,0,1,2,1,1.77,3.4,4.0,1,UST
Daegu , Seongnam,1,1,3,1,1.97,3.0,3.5,1,UST
Braga , Monaco,1,0,2,0,2.95,3.05,2.2,1,UST
Atalanta , Leverkusen,2,1,3,2,2.03,3.3,3.05,1,UST
Barcelona , Galatasaray,0,0,0,0,1.1,7.5,15.0,0,ALT
Glasgow Rangers , Crvena Zvezda,2,0,3,0,1.8,3.2,3.9,1,UST
Leeds , Aston Villa,0,1,0,3,3.0,3.4,2.0,2,UST
Norwich , Chelsea,0,2,1,3,8.5,4.8,1.27,2,UST
Wolverhampton , Watford,3,0,4,0,1.82,3.2,3.8,1,UST
Southampton , Newcastle,1,1,1,2,1.9,3.3,3.5,2,UST
Sevilla , West Ham,0,0,1,0,1.87,3.2,3.6,1,ALT
Manchester City , Sporting,0,0,0,0,1.2,5.8,9.5,0,ALT
Real Madrid , Paris SG,0,1,3,1,2.4,3.4,2.45,1,UST
Porto , Lyon,0,0,0,1,1.87,3.4,3.5,2,ALT
Real Betis , E Frankfurt,1,2,1,2,2.0,3.3,3.2,2,UST
Kedah , Kuala Lumpur,1,1,3,2,1.65,3.6,4.2,1,UST
Darul Takzim FC , Sarawak United,2,0,6,0,1.15,6.0,12.0,1,UST
Sabah , Petaling Jaya,2,1,3,1,1.77,3.3,3.9,1,UST
Oita Trinita , Mito Hollyhock,1,1,1,1,1.95,3.1,3.5,0,UST
Wellington , Newcastle Jets,2,1,3,2,2.2,3.6,2.65,1,UST
Melbourne City , Macarthur,2,1,3,1,1.37,4.4,6.5,1,UST
Central Coast , Melbourne Vict,0,1,1,1,2.55,3.3,2.35,0,UST
Bayern Munich , Salzburg,4,0,7,1,1.15,7.0,10.0,1,UST
Liverpool , Inter,0,0,0,1,1.42,4.4,5.5,2,ALT
Bolton , Morecambe,0,1,1,1,1.53,3.8,5.0,0,UST
Blackburn , Millwall,0,0,0,0,1.97,2.9,3.8,0,ALT
Sheffield Utd , Middlesbrough,2,0,4,1,1.97,3.1,3.4,1,UST
Coventry , Luton,0,1,0,1,1.97,3.1,3.4,2,ALT
Swansea , Fulham,0,0,1,5,4.7,3.6,1.58,2,UST
Barnsley , Stoke City,0,0,1,1,2.7,2.8,2.55,0,ALT
Bournemouth , Peterborough,0,1,1,1,1.23,5.2,9.0,0,UST
Plymouth , AFC Wimbledon,1,0,2,0,1.6,3.7,4.4,1,UST
Crewe Alexandra , Portsmouth,0,2,1,3,4.5,3.6,1.6,2,UST
Ipswich , Lincoln City,2,0,2,0,1.53,3.7,5.2,1,UST
Sunderland , Fleetwood,0,1,3,1,1.45,3.9,6.0,1,UST
MK Dons , Cheltenham,2,0,3,1,1.8,3.2,4.1,1,UST
Penang , Malacca,1,1,1,1,1.82,3.5,3.5,0,UST
Sydney FC , Kaya,1,0,5,0,1.09,8.0,13.0,1,UST
Athletic Bilbao , Levante,0,0,3,1,1.45,3.7,6.0,1,UST
Tottenham , Everton,3,0,5,0,1.63,3.4,4.7,1,UST
Nottingham , Huddersfield,2,1,2,1,1.85,3.2,3.7,1,UST
AIK Stockholm , Orebro,1,0,1,1,1.15,6.5,11.0,0,UST
ATK Mohun Bagan , Jamshedpur,0,0,0,1,2.85,3.1,2.2,2,ALT
Los Angeles FC , Portland T,0,1,1,1,1.5,4.3,4.4,0,UST
Cobresal , Univ Catolica,2,1,3,1,2.55,3.1,2.45,1,UST
Austin FC , Inter Miami,2,0,5,1,1.58,3.7,4.5,1,UST
O'Higgins , Audax Italiano,0,1,2,2,2.03,3.05,3.3,0,UST
Real Betis , Atletico Madrid,1,1,1,3,3.3,2.95,2.1,2,UST
Napoli , Milan,0,0,0,1,2.05,2.95,3.4,2,ALT
Marseille , Monaco,0,0,0,1,2.4,3.05,2.65,2,ALT
Fortuna Sittard , Zwolle,0,0,0,1,2.6,3.05,2.45,2,ALT
Celta de Vigo , Mallorca,2,1,4,3,1.9,3.05,3.8,1,UST
Juventus , Spezia,1,0,1,0,1.23,5.2,9.5,1,ALT
Cologne , Hoffenheim,0,0,0,1,2.65,3.4,2.2,2,ALT
Manchester City , Manchester Utd,2,1,4,1,1.48,4.5,4.7,1,UST
Kalmar , Sirius,0,0,2,0,2.35,3.05,2.7,1,ALT
Lille , Clermont,1,0,4,0,1.65,3.3,4.8,1,UST
Ajax , Waalwijk,2,0,3,2,1.01,11.0,23.0,1,UST
Nijmegen , Alkmaar,1,1,1,3,5.2,3.7,1.53,2,UST
Elche , Barcelona,1,0,1,2,7.5,4.5,1.3,2,UST
Colo Colo , Univ de Chile,3,0,4,1,1.33,4.4,7.5,1,UST
Watford , Arsenal,1,2,2,3,5.8,4.1,1.42,2,UST
Rennes , Angers SCO,1,0,2,0,1.35,4.3,7.5,1,UST
Venezia , Sassuolo,1,3,1,4,3.0,3.5,1.97,2,UST
Fiorentina , Verona,1,1,1,1,1.95,3.2,3.4,0,UST
Bologna , Torino,0,0,0,0,2.7,2.85,2.5,0,ALT
Reims , Strasbourg,0,0,1,1,3.5,2.75,2.15,0,ALT
Nantes , Montpellier,0,0,2,0,1.9,3.1,3.8,1,ALT
Bordeaux , Troyes,0,1,0,2,1.97,3.1,3.4,2,UST
FC Goa , Kerala Blasters,0,2,4,4,2.3,3.2,2.65,0,UST
Twente Enschede , Cambuur,0,0,1,0,1.42,4.1,6.0,1,ALT
Cadiz , Vallecano,0,0,2,0,2.35,2.8,2.95,1,ALT
St Etienne , Metz,0,0,1,0,1.82,3.0,4.2,1,ALT
Hammarby , BK Hacken,2,0,4,0,1.9,3.6,3.1,1,UST
Genoa , Empoli,0,0,0,0,2.45,3.05,2.6,0,ALT
PSV , Heracles,1,0,3,1,1.15,6.5,11.0,1,UST
Tanjong Pagar , Hougang,0,0,2,2,2.8,3.7,2.0,0,UST
Perth Glory , Adelaide,0,1,1,2,2.6,3.1,2.4,2,UST
Jeju , Suwon City,0,0,0,0,1.8,3.1,4.1,0,ALT
Jeonbuk , Ulsan,0,1,0,1,3.0,2.9,2.25,2,ALT
Cerezo Osaka , FC Tokyo,0,1,0,1,2.65,2.95,2.45,2,ALT
S Hiroshima , Vissel Kobe,0,1,1,1,2.1,2.95,3.2,0,UST
Wellington , Melbourne City,0,0,0,0,3.6,3.5,1.77,0,ALT
Gamba Osaka , Kawasaki F,1,0,2,2,4.2,3.6,1.65,0,UST
Kashima Antlers , Kashiwa Reysol,0,0,1,0,1.72,3.4,4.0,1,ALT
Urawa Reds , Shonan Bellmare,1,0,2,0,2.05,2.8,3.6,1,UST
Oita Trinita , FC Yokohama,1,1,1,2,2.35,2.75,3.0,2,UST
Mito Hollyhock , Blaublitz Akita,0,0,0,1,2.0,2.85,3.7,2,ALT
Tokushima V , Tokyo Verdy,1,1,1,1,2.2,2.85,3.1,0,UST
Vegalta Sendai , Thespa Kusatsu,0,0,0,0,1.92,2.95,3.8,0,ALT
Z Kanazawa , Machida Zelvia,1,0,1,2,3.3,2.8,2.15,2,UST
JEF Utd Chiba , M Yamagata,0,0,0,0,2.6,2.75,2.65,0,ALT
Nagoya Grampus , Sagan Tosu,1,1,1,1,2.25,2.75,3.2,0,UST
Yokohama FM , Shimizu S Pulse,2,0,2,0,1.75,3.5,3.7,1,UST
Avispa Fukuoka , C Sapporo,0,0,0,0,2.9,3.0,2.25,0,ALT
Sangmu , Seoul,0,0,2,0,2.6,2.95,2.5,1,ALT
Cruz Azul , Puebla,1,2,1,3,2.15,2.8,3.3,2,UST
Guadalajara , Santos Laguna,0,0,1,0,2.3,2.95,2.85,1,ALT
Monterrey , Club America,1,1,2,1,1.72,3.2,4.3,1,UST
Charlotte FC , LA Galaxy,0,0,0,1,2.6,3.3,2.3,2,ALT
Everton VDM , Curico Unido,1,1,1,1,2.05,3.0,3.3,0,UST
Vancouver W , NY City FC,0,0,0,0,3.4,3.2,1.95,0,ALT
Real Salt Lake , Seattle Sndrs,0,0,1,0,2.15,2.9,3.2,1,ALT
Chicago Fire , Orlando City,0,0,0,0,1.87,3.3,3.5,0,ALT
Colorado Rapids , Atlanta Utd,1,0,3,0,1.77,3.3,3.9,1,UST
Minnesota Utd , Nashville SC,0,1,1,1,2.6,2.9,2.55,0,UST
FC Cincinnati , DC United,0,0,0,1,2.9,3.2,2.15,2,ALT
Queretaro , Club Atlas,0,0,0,0,2.8,2.65,2.55,0,ALT
San Jose Quakes , Columbus Crew,1,1,3,3,2.55,3.2,2.4,0,UST
Montreal Impact , Philadelphia U,1,0,1,2,2.35,2.95,2.8,2,UST
Union Espanola , Huachipato,0,0,1,0,2.05,3.2,3.1,1,ALT
Sporting KC , Houston Dynamo,0,0,1,0,1.87,3.3,3.5,1,ALT
Nice , Paris SG,0,0,1,0,4.2,3.7,1.63,1,ALT
Real Madrid , Sociedad,2,1,4,1,1.45,4.0,5.5,1,UST
Feyenoord , Groningen,0,1,1,1,1.17,6.0,9.5,0,UST
Cagliari , Lazio,0,2,0,3,3.4,3.2,1.95,2,UST
Toronto FC , NY Red Bulls,1,4,1,4,2.45,3.0,2.6,2,UST
NE Revolution , FC Dallas,1,0,1,0,1.5,4.0,4.8,1,ALT
Go Ahead Eagles , Utrecht,1,0,1,1,3.7,3.5,1.77,0,UST
Stuttgart , Monchengladbach,1,2,3,2,2.6,3.2,2.35,1,UST
Valencia , Granada,0,0,3,1,1.82,3.3,3.7,1,UST
Liverpool , West Ham,1,0,1,0,1.2,6.0,10.0,1,ALT
Roma , Atalanta,1,0,1,0,2.4,3.1,2.6,1,ALT
Lens , Brest,0,0,0,1,1.48,3.8,5.5,2,ALT
Hyderabad , Mumbai City,2,0,2,1,2.8,3.3,2.15,1,UST
Willem II , Heerenveen,0,0,0,0,2.55,3.0,2.5,0,ALT
Espanyol , Getafe,2,0,2,0,2.05,2.85,3.5,1,UST
Hull City , West Bromwich,0,1,0,2,3.5,3.05,1.95,2,UST
Reading , Millwall,0,1,0,1,2.8,2.95,2.35,2,ALT
Middlesbrough , Luton,1,0,2,1,1.67,3.2,4.5,1,UST
Swansea , Coventry,2,0,3,1,2.5,2.85,2.7,1,UST
QPR , Cardiff,1,0,1,2,2.0,3.05,3.4,2,UST
Preston , Bournemouth,0,0,2,1,2.9,3.0,2.25,1,UST
Stoke City , Blackpool,0,0,0,1,2.03,3.1,3.4,2,ALT
Bristol City , Birmingham,0,2,1,2,1.97,3.2,3.3,2,UST
Derby , Barnsley,1,0,2,0,1.97,2.9,3.7,1,UST
Norwich , Brentford,0,1,1,3,2.8,2.95,2.35,2,UST
Newcastle , Brighton,2,0,2,1,2.35,2.95,2.75,1,UST
Wolverhampton , Crystal Palace,0,2,0,2,2.25,2.8,3.1,2,UST
Aston Villa , Southampton,2,0,4,0,2.1,3.3,2.9,1,UST
Burnley , Chelsea,0,0,0,4,6.5,3.7,1.45,2,UST
Wigan , AFC Wimbledon,1,0,1,0,1.48,3.8,6.0,1,ALT
Portsmouth , Accrington,2,0,4,0,1.82,3.3,3.7,1,UST
Rotherham , MK Dons,1,0,1,2,1.87,3.3,3.5,2,UST
Crewe Alexandra , Wycombe,0,1,1,3,3.8,3.4,1.77,2,UST
Cheltenham , Doncaster,2,0,4,0,1.5,3.8,5.2,1,UST
Oxford United , Burton Albion,4,1,4,1,1.55,3.9,4.5,1,UST
Charlton , Sunderland,0,0,0,0,2.8,3.05,2.3,0,ALT
Cambridge , Shrewsbury,0,0,0,0,2.5,2.8,2.75,0,ALT
Lincoln City , Sheffield Wed,1,1,3,1,3.3,3.2,1.97,1,UST
Fleetwood , Ipswich,0,0,0,2,3.8,3.1,1.85,2,ALT
Gillingham , Bolton,0,1,0,3,3.5,3.1,1.95,2,UST
Plymouth , Morecambe,2,0,2,0,1.63,3.7,4.2,1,UST
Coquimbo Unido , Antofagasta,3,0,3,2,2.25,2.95,2.95,1,UST
Wolfsburg , Union Berlin,1,0,1,0,2.1,2.95,3.2,1,ALT
Bayern Munich , Leverkusen,1,1,1,1,1.3,5.2,7.0,0,UST
Bochum , Greuther Furth,1,0,2,1,1.67,3.5,4.1,1,UST
RB Leipzig , Freiburg,0,1,1,1,1.48,3.8,5.5,0,UST
Hertha Berlin , E Frankfurt,0,1,1,4,3.05,3.3,2.03,2,UST
Udinese , Sampdoria,2,1,2,1,1.72,3.4,4.1,1,UST
East Bengal , Bengaluru,0,1,0,1,5.0,4.0,1.5,2,ALT
Osasuna , Villarreal,0,0,1,0,3.2,3.2,2.1,1,ALT
Petaling Jaya , Malacca,1,0,1,0,3.0,3.2,2.1,1,ALT
Fulham , Blackburn,2,0,2,0,1.48,3.9,5.2,1,UST
Leicester , Leeds,0,0,1,0,1.87,3.5,3.4,1,ALT
Djurgarden , Halmstads,0,0,1,1,1.28,5.0,8.0,0,ALT
Incheon , Pohang,0,1,0,1,3.1,2.8,2.25,2,ALT
Albirex , Bal Khalsa,1,0,6,0,1.4,4.5,5.5,1,UST
Western Sydney , Sydney FC,1,0,2,0,3.2,3.1,2.05,1,UST
Gangwon , Daegu,0,0,2,0,2.75,2.9,2.4,1,ALT
FC Ryukyu , Grulla Morioka,1,0,1,2,1.97,3.0,3.5,2,UST
Central Coast , Brisbane Roar,0,0,2,1,2.0,3.4,3.1,1,UST
Kyoto Sanga , Jubilo Iwata,0,1,1,4,2.05,3.1,3.2,2,UST
Tochigi SC , Fagiano Okayama,0,0,0,1,3.7,2.65,2.1,2,ALT
Varen Nagasaki , Ventforet Kofu,1,1,1,2,2.15,2.85,3.2,2,UST
Seongnam , Suwon,0,0,2,2,3.4,2.5,2.35,0,UST
Albirex Niigata , R Yamaguchi,0,0,1,1,1.77,3.2,4.0,0,ALT
Western United , Newcastle Jets,1,0,2,1,1.85,3.5,3.5,1,UST
Omiya Ardija , Roasso Kumamoto,1,0,1,2,1.95,3.4,3.2,2,UST
Juarez , Club Leon,0,0,0,1,3.1,2.8,2.25,2,ALT
Necaxa , Toluca,0,1,0,1,1.85,3.0,4.0,2,ALT
Nublense , La Serena,2,0,3,1,1.67,3.5,4.2,1,UST
Palestino Chile , Union La Calera,0,0,0,0,1.75,3.4,3.9,0,ALT
Alaves , Sevilla,0,0,0,0,4.3,2.9,1.85,0,ALT
Lorient , Lyon,0,2,1,4,4.2,3.5,1.67,2,UST
Inter , Salernitana,2,0,5,0,1.09,8.0,17.0,1,UST
Sheffield Utd , Nottingham,0,0,1,1,1.87,3.05,3.8,0,ALT
Huddersfield , Peterborough,2,0,3,0,1.48,3.8,5.5,1,UST
Bielefeld , Augsburg,0,0,0,1,2.4,3.05,2.65,2,ALT
Vitesse Arnhem , Sparta Rotterdam,0,1,1,0,1.55,3.6,5.2,1,ALT
Jamshedpur , Odisha,2,1,5,1,1.37,4.7,6.0,1,UST
Darul Takzim FC , Penang,0,0,1,0,1.15,6.5,10.0,1,ALT
Kuala Lumpur , Selangor,2,2,3,3,2.1,3.2,2.95,0,UST
Sarawak United , Kedah,0,1,0,1,5.0,3.6,1.55,2,ALT
Geylang , L City Sailors,1,0,1,0,7.5,6.5,1.2,1,ALT
Sabah , Negeri Sembilan,0,0,0,1,1.67,3.4,4.4,2,ALT
Melbourne Vict , Macarthur,2,0,3,1,1.75,3.8,3.5,1,UST
Everton , Boreham Wood,0,0,2,0,1.13,7.5,9.0,1,ALT
Real Betis , Vallecano,0,0,1,1,1.55,3.9,4.4,0,ALT
Alkmaar , Ajax,0,1,0,2,4.2,3.5,1.65,2,UST
Chennaiyin , ATK Mohun Bagan,0,1,0,1,6.5,4.8,1.33,2,ALT
Santos Laguna , UNAM Mexico,1,1,3,2,2.05,3.1,3.2,1,UST
San Luis , Guadalajara,2,0,2,2,2.55,2.75,2.75,0,UST
Club Atlas , Pachuca,0,0,0,1,2.75,2.75,2.55,2,ALT
Tigres UANL , Cruz Azul,2,1,2,2,1.65,3.3,4.8,0,UST
Valencia , Athletic Bilbao,1,0,1,0,2.8,2.85,2.4,1,ALT
Liverpool , Norwich,2,0,2,1,1.15,6.0,11.0,1,UST
Nantes , Monaco,1,1,2,2,3.7,3.1,1.87,0,UST
Mallorca , Sociedad,0,1,0,2,2.9,2.9,2.3,2,UST
Fiorentina , Juventus,0,0,0,1,2.25,2.95,2.95,2,ALT
Bochum , Freiburg,0,0,1,1,3.05,3.05,2.15,0,ALT
Southampton , West Ham,1,0,3,1,3.0,3.1,2.15,1,UST
Luton , Chelsea,2,1,2,3,7.5,4.7,1.28,2,UST
Go Ahead Eagles , PSV,1,1,1,2,6.0,4.1,1.42,2,UST
Hannover , RB Leipzig,0,2,0,4,6.5,4.3,1.37,2,UST
Hamburg , Karlsruhe,0,1,2,2,1.53,3.9,4.8,0,UST
Kerala Blasters , Mumbai City,2,0,3,1,2.9,3.3,2.1,1,UST
Yokohama FM , Vissel Kobe,1,0,2,0,2.05,3.3,3.0,1,UST
Daegu , Sangmu,1,0,1,0,2.45,3.0,2.6,1,ALT
Kawasaki F , Urawa Reds,0,1,2,1,1.85,3.2,3.8,1,UST
Jeonbuk , Pohang,0,0,0,1,2.1,2.95,3.2,2,ALT
Shimizu S Pulse , Tokushima V,0,1,1,1,2.25,2.85,3.0,0,UST
Jubilo Iwata , Shonan Bellmare,0,1,0,1,2.8,2.95,2.35,2,ALT
S Hiroshima , Nagoya Grampus,1,0,2,0,2.7,2.65,2.7,1,UST
Oita Trinita , Gamba Osaka,2,1,2,2,2.45,2.9,2.7,0,UST
Avispa Fukuoka , FC Tokyo,1,0,1,0,3.8,2.9,1.95,1,ALT
Kashima Antlers , Cerezo Osaka,0,1,0,1,1.55,3.7,4.8,2,ALT
Kashiwa Reysol , C Sapporo,2,0,2,3,2.3,3.4,2.55,2,UST
Kyoto Sanga , Sagan Tosu,1,0,2,1,2.35,3.0,2.75,1,UST
Melbourne City , Perth Glory,2,1,2,2,1.4,4.5,5.5,0,UST
Mazatlan , Necaxa,0,0,0,0,2.6,2.9,2.55,0,ALT
Club Leon , Monterrey,0,0,0,0,2.65,2.95,2.45,0,ALT
Club America , Queretaro,1,0,1,1,1.75,3.1,4.4,0,UST
Puebla , Juarez,0,0,1,1,1.65,3.2,4.8,0,ALT
Toluca , Tijuana,1,1,1,2,2.15,3.1,2.95,2,UST
Milan , Inter,0,0,0,0,3.5,3.0,2.0,0,ALT
Middlesbrough , Tottenham,0,0,0,0,4.8,3.8,1.53,0,ALT
Burnley , Leicester,0,0,0,2,2.85,3.2,2.25,2,ALT
Cardiff , Derby,0,0,1,0,1.95,2.95,3.8,1,ALT
Wycombe , Cambridge,2,0,3,0,1.65,3.6,4.2,1,UST
Wigan , Fleetwood,2,0,2,0,1.5,3.6,5.5,1,UST
Sheffield Wed , Burton Albion,2,1,5,2,1.58,3.6,4.7,1,UST
Portsmouth , Oxford United,2,1,3,2,2.1,3.2,2.95,1,UST
Shrewsbury , Rotherham,0,0,0,0,3.4,2.85,2.1,0,ALT
Union Berlin , FC St Pauli,1,1,2,1,1.6,3.7,4.3,1,UST
Crystal Palace , Stoke City,0,0,2,1,1.5,3.9,5.0,1,UST
Peterborough , Manchester City,0,0,0,2,17.0,12.0,1.03,2,ALT
Hyderabad , Jamshedpur,0,2,0,3,2.6,2.95,2.45,2,UST
Gangwon , Incheon,0,0,0,1,2.25,2.8,3.1,2,ALT
Seongnam , Seoul,0,0,0,0,3.8,3.0,1.9,0,ALT
Suwon , Jeju,0,0,0,1,2.95,2.9,2.3,2,ALT
Ulsan , Suwon City,1,1,2,1,1.48,3.8,5.5,1,UST
Univ de Chile , O'Higgins,0,1,0,1,2.2,3.0,2.95,2,ALT
Curico Unido , Union Espanola,0,0,0,1,2.2,3.2,2.8,2,ALT
Granada , Cadiz,0,0,0,0,2.15,2.9,3.3,0,ALT
West Bromwich , Swansea,0,0,0,2,1.58,3.5,5.0,2,ALT
Atalanta , Sampdoria,2,0,4,0,1.33,4.3,8.0,1,UST
Varbergs , Osters IF,0,0,1,0,2.3,3.2,2.8,1,ALT
St Petersburg , Rubin Kazan,0,0,0,0,1.15,6.5,11.0,0,ALT
East Bengal , NorthEast Utd,0,1,1,1,2.45,3.2,2.5,0,UST
Seattle Sndrs , Nashville SC,0,0,0,1,2.03,3.0,3.5,2,ALT
Cruz Azul , Santos Laguna,0,1,1,2,1.87,3.0,3.9,2,UST
Houston Dynamo , Real Salt Lake,0,0,0,0,1.6,3.5,4.8,0,ALT
LA Galaxy , NY City FC,0,0,1,0,2.45,3.2,2.5,1,ALT
